attendance_pct,trend,consistency,attentiveness,total_present,total_sessions,total_absent,reason_medical,reason_family,reason_academic,reason_sports,reason_internship,outcome
80.0,improving,low,Medium,36,45,9,2,1,3,3,2,passed
66.7,stable,low,Low,30,45,15,1,1,0,2,0,failed
88.1,improving,low,High,37,42,5,2,0,0,1,1,passed
73.3,stable,low,Low,33,45,12,2,1,0,0,0,failed
68.8,declining,medium,Medium,33,48,15,3,1,0,0,1,failed
90.0,improving,medium,High,45,50,5,0,0,4,5,0,passed
93.8,stable,high,High,45,48,3,0,1,2,4,1,passed
94.0,stable,high,High,47,50,3,1,1,0,2,0,passed
82.2,stable,high,Low,37,45,8,1,0,1,5,1,passed
85.0,declining,high,Medium,34,40,6,2,0,0,3,1,passed
66.0,declining,high,High,33,50,17,6,3,1,0,0,failed
88.0,stable,high,Low,44,50,6,1,1,1,0,1,passed
93.3,stable,high,High,42,45,3,0,2,5,2,0,passed
77.5,stable,high,High,31,40,9,2,0,3,3,0,passed
75.0,improving,high,High,36,48,12,0,0,2,1,0,passed
56.0,declining,low,Low,28,50,22,5,2,0,1,0,failed
88.9,stable,medium,High,40,45,5,1,2,0,4,2,passed
67.5,declining,low,Low,27,40,13,4,0,0,2,0,failed
93.3,stable,low,High,42,45,3,1,1,1,0,1,passed
91.1,improving,high,Medium,41,45,4,1,0,3,3,0,passed
62.5,declining,low,Low,30,48,18,0,3,0,1,0,failed
88.9,stable,high,High,40,45,5,2,1,0,2,2,passed
64.4,declining,medium,Low,29,45,16,5,1,2,0,0,failed
76.0,improving,medium,High,38,50,12,2,0,1,0,1,passed
80.0,stable,high,High,32,40,8,1,1,0,5,0,passed
52.1,declining,medium,Low,25,48,23,3,1,0,0,0,failed
90.0,improving,low,Medium,36,40,4,0,1,1,0,0,passed
66.7,stable,medium,Medium,28,42,14,8,0,0,0,1,failed
82.5,declining,high,Low,33,40,7,1,1,3,3,4,passed
95.8,stable,medium,High,46,48,2,1,0,4,4,3,passed
80.0,improving,high,Medium,32,40,8,0,1,0,3,1,passed
86.7,declining,medium,High,39,45,6,0,0,0,2,4,passed
72.5,improving,high,High,29,40,11,0,0,1,0,0,passed
86.7,stable,high,High,39,45,6,2,1,1,2,3,passed
88.9,improving,high,High,40,45,5,0,1,4,2,0,passed
95.0,stable,high,High,38,40,2,2,1,3,1,1,passed
62.2,improving,high,High,28,45,17,0,1,5,2,3,passed
81.0,improving,high,Medium,34,42,8,0,0,0,0,0,passed
74.0,improving,high,High,37,50,13,2,0,2,0,1,passed
88.1,improving,low,High,37,42,5,1,1,3,4,0,passed
90.5,stable,low,Medium,38,42,4,1,0,1,4,2,passed
87.5,stable,high,High,35,40,5,0,0,1,1,0,passed
86.7,stable,high,Low,39,45,6,1,1,4,4,1,passed
81.2,improving,high,High,39,48,9,0,1,1,2,0,passed
96.0,improving,high,High,48,50,2,0,1,2,3,2,passed
69.0,improving,high,High,29,42,13,1,1,3,0,0,passed
83.3,improving,medium,Medium,35,42,7,2,1,3,4,1,passed
82.2,improving,high,High,37,45,8,0,1,2,1,1,passed
87.5,stable,low,Medium,42,48,6,1,1,5,2,2,passed
96.0,improving,low,Medium,48,50,2,2,0,3,1,0,passed
69.0,stable,low,Medium,29,42,13,3,1,0,0,0,failed
77.5,improving,medium,Low,31,40,9,1,0,0,2,3,passed
75.0,stable,high,High,36,48,12,1,1,3,2,2,passed
77.5,declining,medium,Medium,31,40,9,0,0,0,2,2,passed
92.5,stable,high,Low,37,40,3,1,2,5,0,1,passed
92.9,improving,medium,High,39,42,3,2,2,4,5,4,passed
88.9,improving,low,Low,40,45,5,3,1,1,0,0,failed
87.5,improving,high,Medium,35,40,5,1,0,1,4,0,passed
70.0,stable,low,High,35,50,15,2,4,0,0,0,failed
88.9,improving,high,High,40,45,5,0,2,1,0,2,passed
82.0,improving,high,High,41,50,9,0,1,3,3,1,passed
73.3,stable,low,Low,33,45,12,2,2,1,1,0,failed
62.5,declining,low,Low,30,48,18,3,1,0,0,0,failed
58.3,improving,high,High,28,48,20,0,0,2,2,0,passed
75.6,stable,high,High,34,45,11,0,0,1,0,0,passed
78.6,improving,medium,Low,33,42,9,0,1,0,1,0,passed
68.9,improving,low,Low,31,45,14,4,0,0,0,0,failed
86.0,improving,medium,High,43,50,7,0,0,1,2,2,passed
54.8,improving,low,High,23,42,19,0,5,0,0,0,failed
71.1,improving,low,High,32,45,13,5,4,0,0,2,failed
82.0,declining,low,Medium,41,50,9,1,3,1,0,0,failed
81.0,declining,low,Low,34,42,8,1,2,0,1,0,failed
71.4,improving,high,High,30,42,12,0,2,1,0,3,passed
66.7,declining,medium,Low,32,48,16,1,0,2,0,0,failed
76.2,declining,low,Low,32,42,10,2,1,0,0,0,failed
73.8,declining,low,Low,31,42,11,1,4,0,0,0,failed
76.2,improving,low,High,32,42,10,0,2,2,4,1,passed
79.2,declining,medium,Low,38,48,10,0,0,0,2,0,failed
97.8,improving,high,Medium,44,45,1,0,0,3,1,2,passed
80.0,declining,low,High,32,40,8,4,1,2,0,0,failed
68.9,declining,low,Low,31,45,14,3,0,1,1,1,failed
86.0,stable,low,Medium,43,50,7,1,0,0,0,1,passed
64.0,improving,medium,High,32,50,18,0,0,1,4,2,passed
91.7,stable,medium,Medium,44,48,4,0,1,1,1,2,passed
78.6,stable,high,High,33,42,9,0,0,3,1,3,passed
68.9,stable,high,Medium,31,45,14,0,2,2,4,1,passed
77.1,improving,low,Low,37,48,11,1,0,1,1,1,passed
90.0,stable,high,High,45,50,5,0,0,0,3,1,passed
84.0,stable,high,High,42,50,8,1,0,0,0,2,passed
65.0,improving,high,High,26,40,14,1,2,1,2,0,passed
76.0,stable,medium,High,38,50,12,0,1,4,2,0,passed
69.0,improving,medium,High,29,42,13,1,2,0,4,4,passed
58.0,stable,medium,High,29,50,21,2,1,1,2,1,passed
90.5,stable,low,Medium,38,42,4,1,0,3,0,0,passed
81.0,declining,low,Medium,34,42,8,1,0,1,0,3,passed
88.0,improving,high,Medium,44,50,6,1,1,1,0,0,passed
89.6,declining,medium,Low,43,48,5,0,2,0,0,0,passed
95.0,improving,medium,High,38,40,2,1,0,0,0,0,passed
86.7,declining,medium,High,39,45,6,0,0,0,1,0,passed
62.2,stable,medium,Low,28,45,17,7,3,0,1,2,failed
90.0,stable,high,Low,45,50,5,2,1,2,3,0,passed
66.7,declining,low,High,28,42,14,5,0,2,2,0,failed
90.0,stable,medium,High,45,50,5,1,1,0,2,4,passed
80.0,improving,medium,High,32,40,8,0,0,1,1,0,passed
83.3,improving,high,High,35,42,7,1,0,2,5,2,passed
83.3,improving,high,Medium,35,42,7,2,2,1,0,0,passed
91.7,improving,medium,High,44,48,4,0,0,3,3,2,passed
86.7,improving,low,High,39,45,6,1,2,1,1,0,passed
50.0,declining,low,Low,25,50,25,4,0,0,0,1,failed
67.5,declining,medium,Low,27,40,13,1,4,0,0,0,failed
95.8,improving,low,Medium,46,48,2,3,0,5,1,0,passed
66.7,improving,high,Low,32,48,16,1,0,0,3,2,passed
72.9,stable,low,High,35,48,13,2,1,1,2,1,failed
96.0,declining,low,High,48,50,2,1,2,2,2,1,passed
86.7,improving,low,High,39,45,6,1,0,0,2,0,passed
71.4,declining,low,Low,30,42,12,2,0,0,2,0,failed
82.0,declining,low,Low,41,50,9,2,1,0,2,2,passed
76.2,stable,high,Low,32,42,10,0,2,0,3,1,passed
75.0,declining,low,Medium,30,40,10,6,4,2,0,0,failed
71.4,improving,high,High,30,42,12,0,1,1,1,1,passed
84.0,stable,medium,Medium,42,50,8,1,1,4,1,0,passed
75.0,improving,high,Medium,30,40,10,1,0,0,0,1,passed
90.0,stable,medium,High,45,50,5,1,0,1,2,1,passed
76.0,declining,low,Low,38,50,12,1,1,0,1,0,failed
64.3,stable,medium,High,27,42,15,0,1,1,3,1,passed
73.3,declining,medium,High,33,45,12,2,4,0,0,0,failed
90.0,stable,high,High,45,50,5,1,1,0,2,2,passed
77.5,declining,low,Low,31,40,9,0,0,0,1,1,failed
64.3,improving,medium,High,27,42,15,0,2,3,2,4,passed
84.4,declining,high,Low,38,45,7,3,2,0,0,0,failed
74.0,improving,high,Low,37,50,13,0,0,0,1,1,passed
79.2,stable,low,Low,38,48,10,3,0,1,0,0,failed
71.4,stable,low,Low,30,42,12,6,2,0,1,0,failed
55.0,stable,medium,Medium,22,40,18,2,4,0,2,1,failed
73.3,improving,high,High,33,45,12,1,1,4,4,1,passed
88.1,improving,medium,Medium,37,42,5,3,0,0,5,0,passed
94.0,stable,medium,High,47,50,3,1,1,1,6,0,passed
88.0,improving,low,High,44,50,6,2,0,2,3,4,passed
95.0,improving,medium,High,38,40,2,0,0,1,0,3,passed
84.4,declining,high,High,38,45,7,0,0,0,1,2,passed
77.8,stable,low,High,35,45,10,2,1,2,1,1,passed
73.3,stable,high,High,33,45,12,1,0,0,3,2,passed
95.2,stable,high,Medium,40,42,2,1,0,3,0,1,passed
71.1,declining,medium,High,32,45,13,3,1,0,0,0,failed
85.4,declining,medium,Medium,41,48,7,2,0,0,3,0,passed
72.0,improving,high,High,36,50,14,0,2,0,2,3,passed
94.0,declining,high,Medium,47,50,3,0,0,1,0,1,passed
91.7,stable,high,Medium,44,48,4,1,2,0,2,1,passed
77.5,improving,high,Medium,31,40,9,0,2,1,4,2,passed
80.0,improving,high,High,40,50,10,2,0,1,4,1,passed
84.4,declining,low,Low,38,45,7,5,2,1,0,0,failed
77.1,declining,low,Low,37,48,11,7,1,2,0,0,failed
60.0,declining,low,Low,27,45,18,1,3,1,1,0,failed
80.0,improving,low,Medium,32,40,8,2,1,0,0,2,failed
83.3,improving,medium,High,40,48,8,0,0,0,1,0,passed
97.9,stable,high,High,47,48,1,1,0,0,6,3,passed
73.3,improving,high,High,33,45,12,0,1,0,1,2,passed
78.6,declining,low,Low,33,42,9,0,2,2,0,1,failed
78.6,stable,medium,Medium,33,42,9,0,2,3,1,0,passed
75.0,declining,medium,Low,36,48,12,1,1,1,1,1,passed
93.8,stable,high,High,45,48,3,2,1,2,2,0,passed
73.8,declining,medium,Medium,31,42,11,0,0,3,4,0,passed
93.3,declining,low,Low,42,45,3,0,1,0,0,1,passed
57.8,declining,low,Low,26,45,19,6,0,0,0,0,failed
76.0,improving,medium,High,38,50,12,2,0,0,0,1,passed
85.0,stable,high,Medium,34,40,6,0,1,1,0,0,passed
75.0,declining,medium,Low,36,48,12,4,1,1,0,0,failed
76.0,stable,high,High,38,50,12,1,1,2,0,2,passed
84.4,declining,high,Low,38,45,7,0,1,2,1,2,passed
66.7,improving,high,High,30,45,15,1,0,0,2,0,passed
95.2,improving,medium,High,40,42,2,0,0,1,1,1,passed
70.8,stable,medium,Low,34,48,14,3,2,1,1,0,failed
90.5,improving,high,High,38,42,4,1,1,3,4,0,passed
81.0,improving,high,High,34,42,8,0,1,2,0,0,passed
81.0,improving,high,High,34,42,8,0,0,1,2,0,passed
59.5,declining,low,Medium,25,42,17,1,3,1,0,0,failed
87.5,improving,low,Medium,35,40,5,2,1,2,0,0,passed
68.8,declining,medium,Low,33,48,15,2,2,0,0,0,failed
86.7,improving,medium,Medium,39,45,6,0,0,1,1,1,passed
88.9,stable,medium,High,40,45,5,0,0,4,6,1,passed
66.7,improving,high,Medium,28,42,14,1,0,1,2,1,passed
68.0,declining,low,Low,34,50,16,7,3,0,0,0,failed
95.0,improving,medium,Medium,38,40,2,3,0,3,2,1,passed
70.0,stable,high,High,28,40,12,0,2,2,3,2,passed
75.0,stable,high,High,36,48,12,2,0,4,0,2,passed
58.0,improving,low,High,29,50,21,5,1,0,0,1,failed
88.9,improving,high,Medium,40,45,5,2,0,1,1,3,passed
89.6,improving,high,High,43,48,5,2,2,1,3,1,passed
72.5,declining,low,Low,29,40,11,4,1,0,0,0,failed
42.9,declining,high,Low,18,42,24,0,2,1,0,0,failed
76.2,declining,medium,Medium,32,42,10,1,0,2,3,4,passed
70.0,improving,high,Medium,35,50,15,1,1,3,1,4,passed
78.0,improving,low,Medium,39,50,11,1,0,2,2,1,passed
71.4,declining,low,Medium,30,42,12,0,2,2,1,0,failed
79.2,improving,medium,Medium,38,48,10,0,1,0,1,0,passed
74.0,declining,high,High,37,50,13,0,0,1,0,1,passed
85.4,improving,low,High,41,48,7,0,0,3,3,3,passed
55.6,declining,medium,Low,25,45,20,2,0,1,1,0,failed
83.3,improving,high,Medium,40,48,8,1,2,1,2,1,passed
68.9,improving,low,Low,31,45,14,3,4,2,1,0,failed
58.3,improving,medium,Low,28,48,20,2,1,0,1,0,failed
68.9,improving,high,Medium,31,45,14,2,1,1,1,4,passed
84.0,improving,high,High,42,50,8,1,0,1,4,1,passed
57.5,declining,medium,Low,23,40,17,1,3,0,0,2,failed
82.2,improving,high,Medium,37,45,8,2,2,1,3,2,passed
70.8,improving,high,High,34,48,14,0,0,1,0,1,passed
85.7,declining,high,Low,36,42,6,3,1,0,0,1,passed
61.9,declining,low,Low,26,42,16,1,2,0,0,0,failed
75.6,improving,low,High,34,45,11,1,1,0,2,0,passed
87.5,declining,low,High,42,48,6,1,2,4,2,3,passed
66.7,declining,low,Low,30,45,15,2,4,0,0,0,failed
90.0,improving,low,High,45,50,5,1,1,1,1,1,passed
66.7,declining,low,High,32,48,16,0,0,1,0,0,failed
44.4,improving,high,Medium,20,45,25,3,2,0,1,0,failed
91.1,stable,high,Low,41,45,4,2,1,2,0,2,passed
72.0,improving,high,High,36,50,14,1,2,1,2,2,passed
90.0,declining,low,Low,36,40,4,3,0,0,0,0,failed
85.7,improving,high,High,36,42,6,2,1,0,4,0,passed
88.9,declining,low,Medium,40,45,5,1,1,1,1,2,passed
92.9,improving,high,High,39,42,3,0,0,2,0,0,passed
88.1,improving,high,Medium,37,42,5,2,1,2,6,0,passed
83.3,improving,low,Low,35,42,7,2,0,3,0,0,passed
66.0,declining,low,Low,33,50,17,1,1,0,2,0,failed
80.0,declining,low,Medium,32,40,8,0,3,0,1,0,failed
85.4,improving,high,High,41,48,7,0,0,1,5,2,passed
69.0,stable,high,High,29,42,13,0,0,3,3,1,passed
78.6,stable,high,High,33,42,9,2,1,1,3,1,passed
88.9,improving,medium,High,40,45,5,1,1,1,1,1,passed
66.7,declining,medium,Low,28,42,14,0,4,0,0,0,failed
73.3,improving,medium,Low,33,45,12,7,0,1,0,0,failed
80.0,stable,medium,High,36,45,9,1,1,0,5,1,passed
75.0,declining,low,Low,30,40,10,3,1,1,0,0,failed
48.0,declining,medium,Low,24,50,26,6,2,0,1,0,failed
88.1,improving,high,High,37,42,5,1,0,4,0,1,passed
85.7,declining,high,Medium,36,42,6,0,0,4,5,0,passed
88.9,improving,high,High,40,45,5,0,1,2,1,4,passed
92.9,improving,high,Low,39,42,3,0,1,2,6,0,passed
89.6,improving,high,High,43,48,5,0,0,3,6,0,passed
95.2,improving,medium,High,40,42,2,0,0,2,3,1,passed
77.8,declining,high,High,35,45,10,1,1,2,0,1,passed
95.8,improving,medium,Medium,46,48,2,1,0,0,1,3,passed
87.5,stable,medium,Medium,42,48,6,0,0,0,0,1,passed
77.8,declining,medium,Low,35,45,10,4,0,0,0,0,failed
81.2,improving,high,High,39,48,9,0,0,0,5,0,passed
65.0,stable,medium,High,26,40,14,0,1,0,4,0,passed
90.5,stable,medium,High,38,42,4,2,0,1,0,3,passed
91.7,stable,medium,Low,44,48,4,1,0,4,3,0,passed
80.0,improving,high,Medium,32,40,8,0,0,0,3,3,passed
65.0,stable,high,Medium,26,40,14,1,0,3,1,0,passed
87.5,improving,medium,High,42,48,6,1,2,3,2,0,passed
67.5,improving,low,High,27,40,13,3,1,2,0,1,failed
80.0,improving,low,High,32,40,8,3,0,1,3,0,passed
87.5,improving,medium,High,35,40,5,0,1,0,0,1,passed
92.0,improving,high,High,46,50,4,0,1,0,0,4,passed
69.0,declining,low,Medium,29,42,13,5,2,1,0,1,failed
83.3,stable,high,High,40,48,8,2,0,1,1,2,passed
77.1,stable,medium,Medium,37,48,11,1,0,2,0,1,passed
95.0,improving,medium,Low,38,40,2,0,1,3,2,1,passed
95.6,stable,medium,High,43,45,2,0,1,1,2,1,passed
66.7,declining,low,Low,32,48,16,1,1,0,2,0,failed
76.0,improving,high,Medium,38,50,12,0,2,1,1,1,passed
77.5,improving,high,High,31,40,9,1,2,0,6,1,passed
90.0,improving,high,Medium,45,50,5,0,0,0,3,4,passed
90.0,stable,medium,Low,36,40,4,1,1,4,1,0,passed
90.0,improving,medium,High,36,40,4,0,0,5,3,1,passed
88.0,improving,high,High,44,50,6,0,0,2,1,2,passed
88.9,improving,medium,High,40,45,5,0,0,5,1,3,passed
79.2,improving,high,High,38,48,10,2,1,2,0,1,passed
91.1,stable,high,High,41,45,4,3,1,0,1,3,passed
97.6,stable,high,High,41,42,1,2,0,3,3,1,passed
84.0,stable,high,Medium,42,50,8,0,0,2,4,0,passed
88.0,stable,high,High,44,50,6,1,0,2,2,1,passed
62.2,declining,medium,Low,28,45,17,2,0,0,1,1,failed
68.0,improving,high,High,34,50,16,0,0,2,0,0,passed
92.0,improving,high,High,46,50,4,2,0,0,2,1,passed
73.8,stable,high,High,31,42,11,0,0,0,2,1,passed
83.3,declining,low,Low,40,48,8,3,1,0,0,1,failed
68.8,improving,high,High,33,48,15,0,1,3,3,1,passed
64.3,declining,low,Low,27,42,15,2,0,0,0,0,failed
59.5,improving,low,Low,25,42,17,3,2,1,0,0,failed
88.9,declining,high,Medium,40,45,5,3,1,1,2,2,passed
76.2,stable,high,Medium,32,42,10,2,1,4,1,1,passed
81.2,improving,medium,High,39,48,9,1,2,2,4,2,passed
80.0,improving,medium,Medium,32,40,8,2,1,5,0,1,passed
94.0,improving,medium,High,47,50,3,1,1,2,1,1,passed
84.0,improving,medium,Medium,42,50,8,1,0,1,0,0,passed
57.8,declining,low,Low,26,45,19,1,0,0,0,2,failed
64.4,declining,low,Low,29,45,16,2,1,0,0,1,failed
88.1,stable,medium,Medium,37,42,5,0,0,4,3,2,passed
81.0,stable,medium,Medium,34,42,8,3,0,0,0,0,failed
84.4,stable,low,High,38,45,7,1,2,1,4,1,passed
90.0,stable,low,Medium,36,40,4,1,1,0,1,1,passed
88.0,improving,low,Medium,44,50,6,1,1,5,0,1,passed
58.3,stable,high,Low,28,48,20,2,0,0,0,0,failed
57.8,improving,medium,High,26,45,19,0,0,1,2,1,passed
91.7,improving,low,High,44,48,4,1,0,0,0,0,passed
90.5,stable,medium,Medium,38,42,4,2,0,4,3,0,passed
66.7,declining,medium,Medium,30,45,15,2,1,0,0,0,failed
88.9,stable,medium,Medium,40,45,5,0,1,0,0,2,passed
61.9,improving,high,Medium,26,42,16,1,0,1,2,2,passed
57.1,improving,high,High,24,42,18,1,1,3,1,1,passed
77.5,stable,high,Low,31,40,9,0,0,2,2,0,passed
66.7,improving,medium,Low,28,42,14,1,2,0,2,0,failed
90.0,improving,low,Low,45,50,5,0,1,2,0,0,passed
85.0,stable,low,High,34,40,6,0,2,2,0,0,passed
72.0,improving,medium,Low,36,50,14,1,5,0,0,1,failed
88.1,improving,medium,Medium,37,42,5,3,2,0,1,2,passed
95.0,improving,medium,Medium,38,40,2,2,2,2,3,4,passed
90.0,declining,high,High,36,40,4,1,0,3,3,1,passed
72.0,declining,low,Medium,36,50,14,1,1,0,0,1,failed
90.0,stable,high,High,36,40,4,1,0,3,1,0,passed
77.8,stable,low,Low,35,45,10,8,3,0,0,0,failed
81.2,declining,medium,High,39,48,9,3,2,1,0,0,failed
90.0,declining,low,High,45,50,5,0,0,2,0,1,passed
84.4,stable,high,High,38,45,7,0,0,2,4,2,passed
81.2,stable,medium,High,39,48,9,3,0,0,3,2,passed
78.6,stable,high,High,33,42,9,2,0,1,1,1,passed
79.2,improving,high,High,38,48,10,0,0,3,0,0,passed
85.4,declining,low,Medium,41,48,7,1,0,4,4,0,passed
66.7,stable,medium,High,28,42,14,1,0,1,1,0,passed
72.5,stable,low,Medium,29,40,11,1,1,0,2,1,failed
54.8,improving,low,High,23,42,19,1,0,1,4,0,passed
83.3,declining,medium,Low,35,42,7,1,0,0,1,0,failed
68.0,declining,low,Low,34,50,16,6,1,1,0,0,failed
52.0,declining,low,Low,26,50,24,2,4,0,0,2,failed
84.0,improving,medium,Medium,42,50,8,1,1,0,4,0,passed
77.5,stable,medium,High,31,40,9,1,2,4,0,3,passed
92.0,improving,medium,Medium,46,50,4,1,0,3,2,1,passed
90.0,improving,high,High,36,40,4,1,1,0,0,4,passed
71.4,improving,medium,High,30,42,12,0,0,2,1,0,passed
90.5,improving,high,Medium,38,42,4,1,2,2,2,1,passed
72.5,declining,low,Low,29,40,11,0,2,1,0,0,failed
82.5,improving,medium,High,33,40,7,0,0,2,0,3,passed
83.3,improving,high,High,40,48,8,2,1,0,1,2,passed
73.3,stable,medium,Low,33,45,12,2,3,1,0,0,failed
82.5,improving,low,High,33,40,7,1,1,2,2,2,passed
87.5,declining,high,Medium,35,40,5,0,1,1,3,3,passed
80.0,improving,high,High,32,40,8,1,2,4,1,1,passed
80.0,stable,medium,High,32,40,8,7,1,1,0,0,failed
86.0,improving,high,High,43,50,7,1,2,5,1,0,passed
76.2,improving,high,Medium,32,42,10,2,1,0,5,3,passed
94.0,stable,high,High,47,50,3,1,1,1,0,3,passed
97.8,declining,low,Low,44,45,1,1,5,0,0,0,failed
90.5,declining,high,Low,38,42,4,2,1,1,2,1,passed
52.1,stable,low,High,25,48,23,4,5,0,1,0,failed
82.2,improving,medium,High,37,45,8,2,0,0,3,1,passed
77.8,stable,high,High,35,45,10,1,0,5,0,4,passed
92.5,stable,medium,High,37,40,3,0,0,2,3,0,passed
78.6,stable,high,High,33,42,9,0,2,3,2,0,passed
88.9,stable,low,High,40,45,5,0,1,1,0,1,passed
90.5,improving,high,Low,38,42,4,1,0,1,1,0,passed
68.8,declining,low,Low,33,48,15,3,1,1,1,0,failed
73.3,improving,medium,Low,33,45,12,2,0,3,0,2,passed
90.0,stable,high,High,36,40,4,0,2,3,0,1,passed
82.5,declining,low,Low,33,40,7,2,1,0,0,0,failed
93.8,improving,high,High,45,48,3,1,0,0,4,1,passed
82.5,stable,high,Medium,33,40,7,1,2,2,4,4,passed
70.8,improving,medium,High,34,48,14,1,0,1,1,2,passed
77.8,stable,high,Medium,35,45,10,1,0,1,2,0,passed
81.0,improving,medium,High,34,42,8,0,0,1,2,0,passed
85.4,improving,medium,High,41,48,7,1,1,0,0,0,passed
85.7,improving,high,Medium,36,42,6,0,1,2,2,1,passed
83.3,stable,high,Medium,40,48,8,1,2,2,1,0,passed
90.0,stable,medium,High,36,40,4,1,0,0,1,0,passed
64.6,stable,medium,Medium,31,48,17,2,2,0,2,2,passed
75.0,stable,low,Medium,36,48,12,1,1,2,2,0,passed
78.0,improving,medium,High,39,50,11,2,1,1,0,0,passed
79.2,improving,high,High,38,48,10,0,0,0,1,3,passed
92.5,declining,medium,High,37,40,3,0,0,3,2,0,passed
60.0,declining,low,High,30,50,20,3,0,0,0,1,failed
68.9,improving,high,High,31,45,14,0,1,0,4,4,passed
88.1,improving,low,High,37,42,5,1,1,1,4,0,passed
97.5,stable,high,Medium,39,40,1,0,1,2,1,1,passed
77.5,improving,low,High,31,40,9,0,0,0,0,0,passed
86.0,improving,high,High,43,50,7,0,1,0,3,0,passed
60.0,stable,high,High,24,40,16,0,0,0,3,1,passed
85.7,declining,medium,Medium,36,42,6,3,1,0,1,0,failed
85.4,declining,medium,High,41,48,7,2,1,0,0,2,passed
75.0,declining,medium,High,36,48,12,1,0,0,1,2,passed
81.2,declining,medium,Medium,39,48,9,1,0,1,0,3,passed
78.6,improving,high,High,33,42,9,0,0,0,2,1,passed
82.2,declining,low,Medium,37,45,8,1,1,0,0,0,failed
90.5,stable,low,Low,38,42,4,1,1,2,1,1,passed
90.0,declining,low,High,36,40,4,1,2,1,2,2,passed
91.7,stable,medium,Medium,44,48,4,0,1,2,2,3,passed
69.0,declining,low,Low,29,42,13,6,3,0,1,2,failed
96.0,stable,low,High,48,50,2,0,1,2,2,0,passed
91.1,improving,medium,High,41,45,4,1,0,0,5,1,passed
84.0,declining,medium,Medium,42,50,8,4,1,1,0,1,failed
72.0,declining,low,Medium,36,50,14,3,1,0,1,1,failed
68.9,declining,low,Low,31,45,14,0,3,1,0,0,failed
85.0,improving,medium,Low,34,40,6,0,2,0,0,1,passed
62.5,improving,high,High,25,40,15,1,0,2,2,2,passed
77.8,stable,medium,High,35,45,10,3,0,0,6,1,passed
73.3,improving,medium,High,33,45,12,1,1,3,1,2,passed
62.2,declining,high,Low,28,45,17,3,1,0,0,0,failed
66.7,declining,low,Low,28,42,14,3,0,0,0,0,failed
77.8,declining,medium,Medium,35,45,10,3,2,0,0,0,failed
73.8,stable,low,Medium,31,42,11,1,0,0,0,0,failed
80.0,improving,high,Medium,36,45,9,2,1,3,0,0,passed
58.0,improving,high,Low,29,50,21,0,0,2,0,0,failed
72.9,declining,low,Low,35,48,13,1,1,1,2,1,failed
82.5,stable,low,High,33,40,7,2,0,3,1,0,passed
81.0,stable,medium,High,34,42,8,0,0,3,5,1,passed
97.5,stable,medium,High,39,40,1,2,1,4,3,1,passed
85.4,improving,low,Medium,41,48,7,0,0,2,4,0,passed
66.7,stable,low,Medium,32,48,16,2,0,0,1,0,failed
88.1,improving,high,Low,37,42,5,0,1,1,3,0,passed
93.3,declining,medium,Low,42,45,3,0,0,0,2,1,passed
88.9,stable,medium,Medium,40,45,5,0,0,2,0,2,passed
79.2,improving,low,Medium,38,48,10,1,4,0,0,0,failed
90.5,declining,low,Low,38,42,4,4,1,0,0,0,failed
90.0,stable,high,Medium,45,50,5,0,0,4,1,1,passed
93.3,stable,high,Low,42,45,3,2,0,2,2,0,passed
74.0,stable,high,High,37,50,13,0,0,2,0,2,passed
84.4,declining,high,Medium,38,45,7,2,1,0,1,3,passed
58.3,declining,medium,Low,28,48,20,1,1,1,1,2,failed
70.8,improving,high,Medium,34,48,14,0,2,3,0,0,passed
81.2,improving,high,High,39,48,9,0,2,0,2,0,passed
67.5,declining,medium,Low,27,40,13,7,1,0,0,0,failed
50.0,stable,low,Medium,21,42,21,2,3,0,1,1,failed
72.5,stable,high,Medium,29,40,11,1,0,0,4,0,passed
92.5,improving,high,High,37,40,3,0,0,0,0,1,passed
78.6,declining,medium,Medium,33,42,9,0,0,3,3,1,passed
58.0,improving,medium,Medium,29,50,21,3,2,0,4,3,passed
86.7,declining,low,High,39,45,6,2,0,0,0,1,passed
66.7,improving,high,Medium,28,42,14,0,2,0,1,0,passed
92.9,stable,high,Low,39,42,3,0,1,1,1,0,passed
64.3,improving,high,Medium,27,42,15,1,2,1,1,2,passed
67.5,stable,low,Low,27,40,13,0,0,1,0,0,failed
85.0,improving,high,High,34,40,6,2,2,1,4,1,passed
48.9,declining,low,Medium,22,45,23,3,1,0,1,0,failed
88.9,stable,high,Medium,40,45,5,1,0,2,1,3,passed
79.2,improving,high,High,38,48,10,0,0,0,1,2,passed
86.7,stable,high,Medium,39,45,6,2,2,1,1,2,passed
72.0,stable,low,Low,36,50,14,0,3,0,0,1,failed
83.3,improving,medium,Medium,40,48,8,1,0,0,2,4,passed
90.0,improving,medium,High,36,40,4,0,0,1,1,0,passed
71.4,declining,medium,High,30,42,12,1,3,0,0,0,failed
68.8,declining,low,Medium,33,48,15,8,1,0,2,1,failed
97.5,improving,high,High,39,40,1,0,2,0,6,2,passed
90.5,improving,high,High,38,42,4,2,0,0,3,3,passed
72.5,declining,low,Low,29,40,11,1,1,1,2,1,failed
98.0,improving,high,High,49,50,1,0,0,0,2,2,passed
57.1,improving,high,Medium,24,42,18,1,1,3,3,1,passed
56.2,improving,medium,High,27,48,21,0,1,2,0,2,passed
77.5,stable,high,High,31,40,9,2,0,5,3,0,passed
